contract_id,product_id,created_date
14056178786514,4980,1405618072
14056182117717,4982,1405619155
14056182117717,4986,1405620126
14056182117717,4987,1405620210
14063110024842,5077,1406311079
14063110024842,5078,1406311216
14078699278531,5170,1407870394
14079466089296,4567,1407946657
14078699278531,4461,1407950261
14078699278531,4165,1407950558
14078699278531,4179,1407950611
14078699278531,4192,1407950673
14078699278531,4231,1407950759
14078699278531,4237,1407950933
14079466089296,5212,1407955441
14078699278531,4240,1407958646
14078699278531,4243,1407958718
14078699278531,4244,1407958765
14078699278531,4248,1407959137
14078699278531,4250,1407959169
14079595800293,5223,1407959798
14079595800293,5225,1407959954
14079595800293,5226,1407960154
14079595800293,5227,1407960348
14080266758408,5230,1408026896
14080266758408,5231,1408027205
14080266758408,5232,1408027518
14080266758408,5233,1408028025
14080287206787,5234,1408028987
14080287206787,5235,1408029542
14080287206787,5236,1408029831
14080287206787,5237,1408030024
14080287206787,5238,1408030520
14080287206787,5239,1408030690
14080287206787,5240,1408030990
14080287206787,5241,1408031207
14080287206787,5242,1408031736
14080287206787,5243,1408032251
14080287206787,5244,1408032648
14080333323072,5245,1408033597
14080333323072,5246,1408033818
14080350486245,5247,1408035342
14080350486245,5248,1408038148
14080350486245,5249,1408038540
14080350486245,5250,1408038762
14080350486245,5251,1408039206
14080350486245,5252,1408039910
14080420736235,5253,1408042321
14080442525655,5254,1408046300
14080442525655,5255,1408046734
14080442525655,5256,1408046995
14080442525655,5257,1408047419
14080478093937,5258,1408048377
14081193825452,5276,1408119611
14081193825452,5277,1408119810
1408134383005,3924,1408134451
1408134383005,3925,1408134481
1408134383005,3926,1408134527
1408134383005,3927,1408134556
1408134383005,3928,1408134584
1408134383005,3929,1408134613
1408134383005,3930,1408134644
1408134383005,3931,1408134674
1408134383005,3932,1408134706
1408134383005,4098,1408134806
1408134383005,4099,1408134834
1408134383005,4100,1408134860
1408134383005,4101,1408134885
1408134383005,4102,1408134912
1408134383005,4104,1408134963
1408134383005,4106,1408134987
1408134383005,4108,1408135013
1408134383005,4113,1408135098
1408134383005,4114,1408135126
1408134383005,4116,1408135150
1408134383005,4117,1408135174
1408134383005,4118,1408135198
1408134383005,4119,1408135221
1408134383005,4120,1408135261
1408134383005,4121,1408135291
1408134383005,4122,1408135408
1408134383005,4123,1408135433
1408134383005,4124,1408135461
1408134383005,4125,1408135498
1408134383005,4127,1408135526
1408134383005,4128,1408135558
1408134383005,4129,1408135882
1408134383005,4130,1408135938
1408134383005,4131,1408135965
1408134383005,4126,1408136001
1408134383005,4110,1408372202
1408134383005,4149,1408372380
1408134383005,4151,1408372450
1408134383005,4153,1408372499
1408134383005,4152,1408372546
1408134383005,4154,1408372579
1408134383005,4156,1408372614
1408134383005,4159,1408372643
1408134383005,4158,1408372676
1408134383005,4161,1408372715
1408134383005,4160,1408372745
1408134383005,4134,1408372811
1408134383005,4136,1408372842
1408134383005,4138,1408372870
1408134383005,4143,1408372907
1408134383005,4141,1408372940
1408134383005,4147,1408372975
1408134383005,4145,1408373013
1408134383005,4132,1408373041
1408134383005,4146,1408373071
1408134383005,4140,1408373107
1408134383005,4207,1408373176
1408134383005,4195,1408373205
1408134383005,4205,1408373234
1408134383005,4202,1408373274
1408134383005,4201,1408373470
1408134383005,4199,1408373507
1408134383005,4197,1408373601
1408134383005,4200,1408373632
1408134383005,4196,1408373668
1408134383005,4176,1408373715
1408134383005,4163,1408373745
1408134383005,4169,1408373771
1408134383005,4175,1408373801
1408134383005,4167,1408373833
1408134383005,4166,1408373864
1408134383005,4172,1408373892
1408134383005,4171,1408373917
1408134383005,4164,1408373948
1408134383005,4215,1408374012
1408134383005,4218,1408374040
1408134383005,4213,1408374070
1408134383005,4212,1408374107
1408134383005,4219,1408374152
1408134383005,4221,1408374191
1408134383005,4209,1408374225
1408134383005,4210,1408374254
1408134383005,4222,1408374296
1408134383005,4223,1408374394
1408134383005,4224,1408374420
1408134383005,4225,1408374452
1408134383005,4226,1408374481
1408134383005,4193,1408374682
1408134383005,4191,1408374714
1408134383005,4190,1408374745
1408134383005,4186,1408374798
1408134383005,4181,1408374825
1408134383005,4189,1408374851
1408134383005,4187,1408374883
1408134383005,4182,1408374911
1408134383005,4184,1408374937
1408134383005,4185,1408374972
1408134383005,4321,1408375014
1408134383005,4415,1408375125
1408134383005,4424,1408375158
1408134383005,4422,1408375188
1408134383005,4421,1408375239
1408134383005,4416,1408375267
1408134383005,4418,1408375678
1408134383005,4420,1408375836
1408134383005,4419,1408375863
1408134383005,4417,1408375894
1408134383005,5279,1408376469
1408134383005,4204,1408376590
14085514945244,4771,1408551593
14085514945244,4772,1408551646
14085514945244,4773,1408551673
14085514945244,4774,1408551707
14085514945244,4775,1408551933
14085514945244,4776,1408551961
14085514945244,4777,1408551991
14085514945244,4780,1408552060
14085514945244,4779,1408552092
14085514945244,4781,1408552223
14085514945244,4782,1408552241
14085514945244,4778,1408552383
14085532931414,4717,1408553533
14085532931414,4718,1408553575
14085532931414,4719,1408553633
14085532931414,4720,1408553658
14085532931414,4721,1408553681
14085532931414,4722,1408553714
14085532931414,4723,1408553792
14085532931414,4724,1408553842
14085532931414,4725,1408553880
14085532931414,4726,1408553916
14085532931414,4727,1408553933
14085532931414,4728,1408553950
14085532931414,4729,1408553981
14085558009088,4731,1408555870
14085558009088,4732,1408555896
14085558009088,4734,1408555919
14085558009088,4736,1408555940
14085558009088,4738,1408555961
14085558009088,4739,1408555983
14085558009088,4740,1408556006
14085558009088,4742,1408556030
14085558009088,4743,1408556060
14085558009088,4744,1408556080
14085558009088,4745,1408556108
14085558009088,4746,1408556127
14085558009088,4747,1408556146
14085558009088,4749,1408556165
14085558009088,4751,1408556222
14085558009088,4750,1408556242
14085558009088,4752,1408556266
14085558009088,4753,1408556283
14085558009088,4754,1408556301
14085558009088,4755,1408556321
14085558009088,4756,1408556343
14085558009088,4748,1408556370
14085558009088,4757,1408556396
14085558009088,4758,1408556418
14085558009088,4759,1408556436
14085558009088,4760,1408556461
14085558009088,4761,1408556481
14085558009088,4762,1408556499
14085558009088,4763,1408556515
14085558009088,4764,1408556534
14085558009088,4765,1408556552
14085558009088,4766,1408556573
14085558009088,4767,1408556589
14085558009088,4768,1408556611
14085558009088,4769,1408556634
